age,work-class,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitical-gain,capital-loss,hours-per-week,native-country,income
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,>50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,>50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,>50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,>50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,>50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
any,Any,any,Below higher education,0-10,Spouse present,Any,Husband,Amer-Indian-Eskimo,Male,any,0,any,North America,<=50K
