age,work-class,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitical-gain,capital-loss,hours-per-week,native-country,income
any,Any,any,Below higher education,0-10,Divorced,Any,Unmarried,Amer-Indian-Eskimo,Female,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Unmarried,Amer-Indian-Eskimo,Female,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Unmarried,Amer-Indian-Eskimo,Female,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Unmarried,Amer-Indian-Eskimo,Female,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Unmarried,Amer-Indian-Eskimo,Female,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,0-40,North America,>50K
any,Any,any,Below higher education,0-10,Never-married,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Own-child,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Own-child,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Own-child,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Own-child,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Own-child,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Never-married,Any,Own-child,Amer-Indian-Eskimo,Male,0,0,0-40,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,>50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Divorced,Any,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,>50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,>50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
any,Any,any,Below higher education,0-10,Married-civ-spouse,Any,Husband,Amer-Indian-Eskimo,Male,0,0,40-80,North America,<=50K
