age,work-class,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitical-gain,capital-loss,hours-per-week,native-country,income
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Unmarried,Black,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,>50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,>50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,>50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse present,Non technical,Husband,Black,Male,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Not-in-family,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
any,Any,any,10th,6,Spouse not present,Non technical,Own-child,White,Female,any,any,any,Any,<=50K
