age,work-class,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitical-gain,capital-loss,hours-per-week,native-country,income
0-40,Any,79787,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,158734,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,50341,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,240467,Graduate,14-16,Spouse not present,Any,Not-in-family,Black,Any,0,0,0-160,North America,<=50K
0-40,Any,135645,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,97698,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,342642,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,224629,Graduate,14-16,Spouse not present,Any,Not-in-family,Other,Any,0,0,0-160,North America,<=50K
0-40,Any,181280,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,329426,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,89491,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,100863,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,158963,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,287031,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,8614,0,0-160,North America,>50K
0-40,Any,104097,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,190228,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,262409,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,213,0-160,North America,<=50K
0-40,Any,181528,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,182828,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,101562,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,255941,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,10520,0,0-160,North America,>50K
0-40,Any,111499,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,14084,0,0-160,North America,>50K
0-40,Any,252752,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,13550,0,0-160,North America,>50K
0-40,Any,271933,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,118551,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,150061,Graduate,14-16,Spouse not present,Any,Not-in-family,Black,Any,15020,0,0-160,North America,>50K
0-40,Any,226385,Graduate,14-16,Spouse not present,Any,Not-in-family,Black,Any,0,0,0-160,North America,<=50K
0-40,Any,157262,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,55929,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,98656,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,178100,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,421633,Graduate,14-16,Spouse not present,Any,Not-in-family,Black,Any,0,0,0-160,North America,>50K
0-40,Any,156300,Graduate,14-16,Spouse not present,Any,Not-in-family,Black,Any,0,0,0-160,North America,<=50K
0-40,Any,397307,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,169583,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,106967,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,261293,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,175232,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,315776,Graduate,14-16,Spouse not present,Any,Not-in-family,Black,Any,8614,0,0-160,North America,>50K
0-40,Any,98941,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,271767,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,102976,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,49020,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,1974,0-160,North America,<=50K
0-40,Any,337286,Graduate,14-16,Spouse not present,Any,Not-in-family,Asian-Pac-Islander,Any,0,0,0-160,North America,<=50K
0-40,Any,312271,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,165622,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,136204,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,2824,0-160,North America,>50K
0-40,Any,184964,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,153066,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,214925,Graduate,14-16,Spouse not present,Any,Not-in-family,Black,Any,0,0,0-160,North America,<=50K
0-40,Any,150057,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,141584,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,2444,0-160,North America,>50K
0-40,Any,100882,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,225504,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,265706,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,37314,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,240441,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,1564,0-160,North America,>50K
0-40,Any,187188,Graduate,14-16,Spouse not present,Any,Not-in-family,Asian-Pac-Islander,Any,0,0,0-160,North America,<=50K
0-40,Any,347623,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,167990,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,14084,0,0-160,North America,>50K
0-40,Any,304595,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,>50K
0-40,Any,116554,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,164526,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,10520,0,0-160,North America,>50K
0-40,Any,154410,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
0-40,Any,338320,Graduate,14-16,Spouse not present,Any,Not-in-family,White,Any,0,0,0-160,North America,<=50K
